0,19.723,24.187,23.345,18.028,22.361,26.42,16.763,22.472,17.889,19.698,21.19,20.616,19.647,20.616,21.541,19.698,18.682,18.788,17.72,18.439,17.72,18.974,17.72,17.088,18.682,18.974,0,17.464,17.464,16.553,17,15.232,16.553,15.232,15.264,18.358,15.264,17.205,16.125,16.401,15.811,15.811,17.029,16.401,17.692,15.62,15.62,16.279,16.279,15.62,15.62,17.692,17.029,2.103,2.09,1.743,1.91,2.034,2.085,1.874,1.935,2.034,1.989,1.907,1.816,1.828,1.816,1.951,1.989,1.842,2.011,1.857,1.789,1.857,1.893,1.857,1.93,1.842,1.893,0,1.983,1.983,2.007,2.061,1.976,2.007,1.976,2.122,2.083,2.122,2.191,2.09,2.226,2.176,2.176,2.273,2.226,2.396,2.266,2.266,2.313,2.313,2.266,2.447,2.396,2.439
0,21.19,21.541,20.248,19.235,18.788,21.095,19.723,21.095,20.591,20.125,20.591,21.633,17.205,18.868,20.616,18.439,18.601,19.105,18.601,18.439,17.205,17.029,17.029,17.205,17.205,19.209,0,17.804,17.205,17.205,16.643,16.643,15.811,16.125,14.422,17,15.652,17,14.765,16.553,16.155,16.553,16.553,17.464,16.553,16.155,15.811,15.811,16.763,15.811,16.492,16.492,17.263,2.805,2.761,2.789,2.655,2.702,2.593,2.61,2.593,2.634,2.678,2.634,2.554,2.521,2.583,2.459,2.433,2.509,2.393,2.509,2.433,2.521,2.439,2.439,2.521,2.521,2.467,0,2.476,2.521,2.521,2.57,2.57,2.536,2.622,2.554,2.652,2.678,2.652,2.648,2.705,2.761,2.705,2.705,2.729,2.705,2.761,2.82,2.82,2.839,2.82,2.897,2.897,2.967
0,20.616,20.591,21.095,20.125,21.954,20.809,22.023,20.518,21.213,18.439,19.849,21.26,20.518,20.518,19.849,20.518,19.799,19.105,19.105,19.105,19.105,19.105,19.105,19.849,18.385,18.439,0,17.692,16.401,17.205,17.692,16.279,15,17.029,17.493,16.643,15.811,17,16.553,15.232,15.811,16.553,16.125,17,15.652,16.553,16.155,16.125,18.028,17.088,15.524,17.464,15.524,-1.969,-2.078,-2.119,-2.034,-2.096,-2.185,-2.26,-2.322,-2.356,-2.279,-2.285,-2.29,-2.322,-2.322,-2.285,-2.322,-2.356,-2.319,-2.393,-2.319,-2.393,-2.319,-2.319,-2.285,-2.356,-2.279,0,-2.316,-2.226,-2.191,-2.316,-2.313,-2.214,-2.273,-2.111,-2.142,-2.176,-2.061,-2.007,-1.976,-2.176,-2.007,-2.09,-2.061,-2.034,-2.007,-1.951,-2.09,-1.91,-1.93,-1.831,-1.802,-1.831
0,21.19,21.84,20.881,22.804,22.804,20.224,19.235,20.224,21.213,19.105,21.024,20.025,19.026,20.1,19,19.105,18,18.028,19.105,18,18.028,18.028,19.026,18.111,18.028,17.029,0,17.029,18.111,17.117,16.279,15.133,17.263,16,16.279,16.763,17.088,17.72,15.524,15.297,16.763,16.155,15.232,16.553,16.553,16.125,15.652,16.125,14.765,16.553,16.553,16.643,16.125,-1.234,-1.292,-1.279,-1.305,-1.305,-1.422,-1.414,-1.422,-1.429,-1.466,-1.523,-1.521,-1.518,-1.471,-1.571,-1.466,-1.571,-1.515,-1.466,-1.571,-1.626,-1.515,-1.518,-1.46,-1.515,-1.512,0,-1.512,-1.46,-1.454,-1.385,-1.438,-1.396,-1.571,-1.385,-1.268,-1.212,-1.285,-1.31,-1.373,-1.268,-1.19,-1.166,-1.134,-1.134,-1.052,-1.107,-1.052,-1.077,-1.134,-1.134,-0.999,-1.052
0,22.825,24.698,25.06,23.431,23.022,23.601,22.804,22.204,21.26,22.672,22.672,22.627,21.932,21.213,19.799,21.932,19.105,19.849,21.26,20,21.633,20.616,20,19.799,18.601,20.616,0,18.601,18.439,17.692,17.692,17.029,18.439,17.692,18.439,19.849,17.692,21.213,16.279,17.692,17.692,17.804,17.804,17.804,18.601,17.804,17.804,17.804,17.205,17.804,16.125,18.868,17.889,-0.503,-0.554,-0.499,-0.695,-0.6,-0.635,-0.661,-0.625,-0.719,-0.723,-0.723,-0.785,-0.818,-0.785,-0.785,-0.818,-0.822,-0.857,-0.852,-0.927,-0.983,-0.888,-0.927,-0.785,-0.938,-0.888,0,-0.938,-0.862,-0.825,-0.745,-0.869,-0.862,-0.825,-0.862,-0.857,-0.745,-0.785,-0.829,-0.745,-0.745,-0.666,-0.666,-0.666,-0.633,-0.666,-0.666,-0.666,-0.62,-0.666,-0.519,-0.559,-0.464
0,20.025,20.1,21,18.028,19.026,18.028,19.235,18.439,18.248,19.647,20.616,20.881,18.439,19.416,18.439,18.682,16.492,17.464,17.464,17.464,17.464,18.248,16.279,17.464,17.263,16.492,0,16.279,16.279,15.524,17.117,15.133,15.297,17.263,14.142,17.029,16.031,16.031,16,14,15,15,15.033,15.033,16.125,15.133,16.125,15.133,16.279,16.279,16.492,15.133,15.297,-3.092,3.042,3.142,-3.086,-3.089,3.086,2.985,2.923,2.976,2.884,2.897,2.85,2.923,2.934,2.923,2.871,2.897,2.911,2.911,2.911,2.911,2.976,2.956,2.911,2.967,2.897,0,2.956,2.956,2.881,3.024,3.009,2.944,2.967,3,3.083,3.079,3.079,3.142,3.142,3.142,3.142,-3.075,-3.075,-3.017,-3.009,-3.017,-3.009,-2.956,-2.956,-2.897,-3.009,-2.944
0,19.723,20.591,19.723,19.313,17.889,19.925,20.248,19.647,19.698,18.974,19.925,18.439,18.439,16.763,18.682,18.682,18.439,18.682,18.439,17.72,17.263,16.279,19.416,16.492,16.125,16.279,0,16.492,15.524,15.297,15.524,15.524,14.56,15.524,14.318,15.811,14.866,16.155,14.866,15.232,16.553,15.652,15.232,16.125,14.765,14.765,13.892,16.553,16.553,15.232,15.264,16.643,15.811,0.532,0.507,0.532,0.371,0.464,0.306,0.353,0.257,0.418,0.322,0.306,0.219,0.219,0.303,0.271,0.271,0.219,0.271,0.219,0.286,0.175,0.185,0.207,0.245,0.124,0.185,0,0.245,0.261,0.197,0.261,0.261,0.278,0.261,0.211,0.322,0.343,0.381,0.343,0.405,0.437,0.464,0.405,0.519,0.494,0.494,0.528,0.437,0.437,0.405,0.552,0.571,0.606
0,22.204,22.204,19.647,20.881,20.881,20.396,22.136,19.647,20.616,18.974,20.248,20.248,21.541,19.313,19.235,21.024,18.788,18.385,18.788,17.889,18.385,17.088,17.464,18.385,19.698,17.889,0,17.889,17.464,17.464,17.889,16.155,18.028,16.155,16.763,15.524,14.318,17.464,15.524,16.492,17.464,15.524,16.492,15.297,16.125,16.125,16.125,17.029,17.117,18.439,16.031,17.029,16.031,-1.706,-1.706,-1.828,-1.862,-1.862,-1.768,-1.893,-1.828,-1.816,-1.893,-1.924,-1.924,-1.951,-1.942,-2.058,-2.013,-2.011,-1.961,-2.011,-2.034,-1.961,-1.93,-1.983,-1.961,-1.989,-2.034,0,-2.034,-1.983,-1.983,-2.034,-1.951,-1.91,-1.951,-1.874,-1.831,-1.782,-1.802,-1.831,-1.816,-1.802,-1.831,-1.816,-1.768,-1.695,-1.695,-1.695,-1.63,-1.688,-1.789,-1.633,-1.63,-1.633
0,22.472,23.022,23.601,18.868,13.454,18.601,20.616,19.849,20.616,21.932,21.213,21.932,19.799,19.105,19.849,22.023,19.105,19.849,18.439,18.439,20.518,18.439,20,17.029,19.209,16.279,0,17.029,18.439,18.439,17.692,17.804,17.692,15.62,17.029,16.971,17.029,17.692,15.556,16.401,16.401,17.692,15,17.205,16.125,16.643,15.811,15.811,15.652,17.205,17.493,16.643,16.125,-0.563,-0.6,-0.635,-0.559,-0.838,-0.633,-0.682,-0.714,-0.682,-0.818,-0.785,-0.818,-0.785,-0.822,-0.857,-0.882,-0.822,-0.857,-0.862,-0.862,-0.82,-0.862,-0.927,-0.869,-0.896,-0.829,0,-0.869,-0.862,-0.862,-0.825,-0.905,-0.825,-0.876,-0.869,-0.785,-0.702,-0.745,-0.785,-0.656,-0.656,-0.745,-0.644,-0.62,-0.519,-0.571,-0.606,-0.606,-0.464,-0.62,-0.54,-0.571,-0.519
0,19.416,15.652,18.439,16.279,21.26,16.279,18.028,19.416,19.849,22.672,17.804,18.028,16.279,17,18.358,16.643,17.493,19.235,16.643,16.125,17,16.125,17.464,16.643,15.652,17.493,0,16.125,14.422,16.125,14.422,15.264,14.422,14.422,13.892,15,13.601,14.866,15,14.422,15.62,14.866,13.454,14.142,14.142,14.142,13.454,14.866,14.213,16.279,14.213,14.866,15,-0.602,-0.464,-0.709,-0.829,-0.852,-0.829,-0.983,-0.969,-0.857,-0.848,-0.905,-0.983,-0.829,-1.081,-1.058,-0.999,-1.03,-1.084,-0.999,-1.052,-1.081,-1.052,-1.158,-0.999,-1.107,-1.03,0,-1.052,-0.983,-1.052,-0.983,-1.019,-0.983,-0.983,-1.043,-0.927,-0.942,-0.833,-0.927,-0.983,-0.876,-0.833,-0.838,-0.785,-0.785,-0.785,-0.733,-0.738,-0.686,-0.742,-0.686,-0.738,-0.644
