[0,0,2,-27,2,-25,2,-26,4,-26,4,-25,5,-23,4,-23,4,-23,5,-22,6,-22,6,-22,6,-22,6,-21,7,-21,6,-19,5,-21,6,-19,5,-18,5,-18,5,-18,5,-18,4,-18,5,-17,4,-17,4,-18,3,-17,0,0,3,-16,2,-16,2,-16,1,-16,2,-15,1,-15,1,-15,0,-14,0,-14,-1,-13,-1,-13,-1,-13,-1,-13,-1,-12,-1,-12,-2,-12,-2,-12,-3,-10,-3,-10,-3,-9,-3,-10,-3,-10,-4,-9,-4,-8,-3,-8,-4,-7]
[0,0,3,-26,4,-25,4,-25,5,-26,6,-25,6,-22,6,-23,6,-22,8,-22,7,-21,7,-22,8,-22,7,-21,8,-20,8,-19,7,-20,7,-18,7,-18,7,-18,6,-17,6,-17,6,-18,6,-16,5,-16,5,-17,4,-16,0,0,5,-16,4,-16,4,-15,3,-15,3,-14,3,-15,2,-15,2,-14,2,-14,1,-13,1,-13,0,-13,1,-12,0,-12,0,-12,0,-12,-1,-12,-1,-11,-1,-11,-2,-10,-1,-10,-1,-10,-3,-9,-3,-9,-3,-9,-3,-7]
[0,0,24,-8,23,-8,24,-8,25,-6,24,-5,23,-4,23,-4,22,-5,22,-3,22,-3,22,-2,22,-2,21,-2,21,-1,20,-1,21,-2,18,-1,18,-1,18,-1,18,-2,18,-2,17,-2,17,-1,17,-2,17,-2,16,-3,0,0,15,-2,16,-3,14,-3,15,-4,14,-3,14,-4,14,-4,12,-4,13,-4,12,-5,12,-5,11,-4,11,-5,10,-5,11,-4,10,-5,10,-5,9,-6,9,-6,7,-6,7,-6,7,-5,7,-6,5,-6,6,-5,5,-6]
[0,0,25,-6,24,-5,25,-5,25,-4,25,-3,23,-2,23,-2,22,-2,23,-1,21,0,22,1,22,1,21,1,20,1,20,1,20,1,19,1,18,1,18,0,18,0,17,0,17,0,17,1,16,0,18,0,16,-1,0,0,16,-1,16,-1,15,-2,15,-2,14,-1,14,-2,14,-2,13,-3,13,-3,12,-3,12,-3,12,-2,11,-3,11,-4,11,-3,10,-4,11,-4,9,-5,9,-4,8,-5,8,-5,7,-4,8,-5,6,-5,7,-4,6,-5]
[0,0,20,15,19,14,19,15,18,16,18,17,16,16,16,16,16,15,16,16,14,16,14,17,14,17,13,16,12,16,12,15,13,16,12,14,12,14,11,13,12,13,11,13,12,13,11,13,11,12,11,13,11,11,0,0,11,11,11,10,11,9,11,9,10,9,11,8,11,8,11,7,11,7,11,6,10,7,10,7,10,6,10,5,10,5,10,4,10,4,9,3,9,3,8,2,9,2,8,2,8,2,8,1,8,1,7,0]
[0,0,1,26,0,24,0,25,-1,25,-2,25,-3,22,-2,23,-1,22,-3,23,-4,22,-4,21,-4,22,-4,21,-5,20,-5,19,-5,20,-4,18,-4,18,-4,17,-4,18,-3,17,-3,18,-3,16,-4,16,-4,17,-2,16,0,0,-2,16,-2,16,-1,15,-1,15,-1,14,0,14,0,14,1,13,0,13,1,12,1,13,0,12,1,12,1,11,1,11,2,10,2,11,3,9,2,9,3,8,2,8,3,8,3,8,3,7,3,7,3,6]
[0,0,-14,21,-14,21,-14,21,-15,21,-15,19,-16,18,-15,17,-15,17,-16,17,-15,16,-16,15,-16,16,-15,15,-16,15,-16,14,-16,14,-14,13,-14,13,-14,13,-13,13,-13,13,-13,12,-12,11,-12,12,-13,12,-11,12,0,0,-11,12,-11,12,-10,12,-9,12,-10,11,-9,12,-9,12,-8,11,-8,11,-7,10,-7,11,-7,11,-7,10,-6,11,-6,10,-6,10,-5,10,-4,9,-4,9,-3,8,-3,9,-3,9,-2,8,-2,8,-2,7,-1,7]
[0,0,-23,1,-23,1,-23,0,-24,-1,-22,-1,-22,-2,-21,-2,-21,-2,-21,-3,-19,-3,-20,-3,-20,-4,-19,-4,-19,-4,-18,-4,-19,-4,-17,-3,-17,-4,-17,-3,-17,-3,-16,-2,-16,-3,-15,-3,-15,-2,-15,-3,-15,-1,0,0,-15,-1,-15,-1,-14,-1,-14,0,-14,-1,-13,0,-14,0,-13,0,-13,1,-12,1,-12,1,-11,1,-11,1,-11,2,-10,1,-10,2,-10,2,-9,2,-9,3,-8,3,-8,3,-8,3,-7,3,-6,3,-7,3,-6,3]
[0,0,-7,-25,-6,-25,-6,-26,-4,-26,-4,-26,-3,-24,-3,-24,-3,-23,-2,-23,-2,-23,-1,-23,-1,-23,-1,-22,0,-22,0,-20,-1,-22,-1,-19,0,-20,0,-18,-1,-19,-1,-19,-1,-18,-1,-18,-1,-18,-1,-18,-2,-17,0,0,-2,-17,-2,-17,-3,-16,-3,-16,-2,-15,-3,-15,-3,-15,-4,-14,-4,-14,-5,-13,-4,-13,-4,-13,-4,-12,-4,-11,-4,-12,-5,-11,-5,-11,-5,-9,-5,-10,-6,-8,-5,-9,-5,-8,-6,-8,-6,-7,-5,-7,-6,-6]
[0,0,-14,-23,-14,-22,-13,-23,-13,-24,-11,-23,-10,-22,-11,-21,-10,-21,-9,-21,-8,-21,-8,-22,-8,-22,-7,-21,-7,-21,-6,-21,-7,-20,-6,-19,-6,-18,-6,-18,-6,-18,-7,-18,-6,-18,-6,-17,-6,-16,-6,-17,-7,-16,0,0,-7,-15,-7,-15,-7,-15,-8,-14,-6,-14,-7,-13,-7,-13,-7,-13,-8,-12,-8,-11,-8,-11,-8,-11,-8,-11,-8,-10,-7,-10,-7,-9,-8,-9,-8,-8,-8,-7,-8,-7,-8,-7,-7,-7,-8,-6,-7,-5,-7,-6,-7,-4]
[0,0,-10,-22,-10,-21,-10,-21,-8,-22,-8,-21,-7,-20,-7,-20,-7,-20,-7,-21,-6,-20,-5,-20,-5,-20,-5,-19,-4,-19,-4,-19,-5,-19,-4,-17,-4,-17,-4,-16,-5,-16,-5,-16,-5,-16,-4,-15,-4,-15,-4,-16,-5,-14,0,0,-5,-14,-5,-14,-5,-13,-6,-13,-5,-13,-6,-13,-6,-13,-6,-11,-7,-11,-7,-10,-6,-10,-6,-10,-6,-10,-6,-9,-6,-9,-7,-8,-7,-9,-7,-7,-7,-7,-7,-6,-6,-6,-6,-6,-7,-5,-7,-5,-6,-5,-6,-4]
[0,0,-16,-18,-15,-18,-15,-18,-14,-19,-13,-19,-12,-18,-12,-18,-12,-18,-11,-18,-10,-18,-10,-18,-10,-18,-10,-17,-9,-18,-8,-17,-9,-17,-8,-16,-8,-15,-8,-15,-8,-15,-8,-15,-8,-15,-7,-14,-8,-13,-8,-14,-8,-13,0,0,-8,-13,-8,-12,-9,-12,-9,-11,-8,-11,-9,-11,-9,-11,-9,-10,-9,-10,-9,-8,-9,-8,-8,-8,-8,-8,-8,-8,-8,-7,-8,-7,-9,-7,-8,-6,-8,-6,-8,-4,-8,-5,-7,-5,-7,-4,-7,-3,-7,-3,-7,-2]
[0,0,-26,1,-26,0,-27,0,-26,-2,-25,-2,-24,-3,-24,-2,-24,-3,-24,-4,-23,-4,-23,-5,-23,-5,-21,-5,-21,-6,-20,-5,-21,-5,-19,-5,-19,-5,-18,-4,-19,-4,-19,-4,-19,-4,-17,-4,-17,-3,-18,-3,-17,-2,0,0,-17,-3,-16,-2,-16,-1,-16,-1,-15,-1,-15,-1,-15,-1,-14,0,-14,0,-14,1,-13,1,-13,1,-13,1,-12,1,-12,1,-12,2,-12,2,-11,2,-11,2,-10,3,-10,3,-9,3,-9,3,-8,3,-8,3,-7,3]
[0,0,1,-27,1,-25,2,-26,3,-26,3,-26,4,-24,4,-24,4,-23,5,-23,5,-23,5,-23,5,-23,5,-22,6,-21,5,-20,5,-21,5,-19,5,-19,4,-18,4,-18,4,-18,4,-18,4,-17,3,-17,3,-18,2,-17,0,0,2,-16,2,-16,1,-16,0,-16,1,-15,1,-15,0,-15,0,-14,0,-14,-1,-14,-2,-13,-1,-13,-2,-13,-2,-12,-2,-13,-3,-11,-3,-12,-3,-10,-3,-11,-4,-9,-3,-9,-3,-10,-4,-9,-4,-8,-4,-8,-4,-7]
[0,0,-10,-25,-10,-24,-10,-25,-8,-25,-7,-25,-6,-23,-7,-24,-7,-23,-5,-23,-5,-22,-4,-23,-4,-23,-4,-22,-3,-21,-3,-21,-4,-22,-3,-20,-3,-19,-3,-19,-3,-19,-4,-18,-4,-18,-3,-18,-4,-18,-4,-18,-5,-17,0,0,-5,-16,-5,-16,-5,-15,-6,-15,-5,-15,-6,-15,-6,-15,-6,-13,-6,-13,-7,-12,-7,-12,-6,-12,-6,-11,-6,-11,-6,-11,-7,-10,-7,-11,-7,-9,-7,-8,-7,-7,-7,-7,-6,-7,-7,-7,-7,-6,-7,-6,-6,-5]
[0,0,13,-20,13,-19,13,-19,15,-19,14,-17,14,-16,14,-17,13,-16,14,-16,14,-14,15,-15,14,-14,14,-14,15,-13,13,-13,13,-14,12,-12,12,-12,12,-12,12,-12,11,-12,11,-12,11,-10,10,-12,11,-12,10,-12,0,0,9,-11,9,-11,9,-11,8,-11,8,-11,7,-11,7,-11,6,-11,6,-11,5,-10,5,-10,5,-10,5,-10,4,-10,4,-9,4,-10,4,-10,3,-10,2,-9,1,-8,2,-8,1,-8,1,-8,1,-8,1,-8,0,-7]
[0,0,21,-9,21,-9,22,-9,21,-8,21,-7,20,-5,20,-5,20,-6,20,-4,19,-4,20,-3,20,-4,19,-4,19,-3,18,-3,19,-3,17,-3,16,-2,15,-3,15,-3,16,-3,16,-3,14,-2,14,-3,15,-4,14,-4,0,0,14,-3,14,-4,13,-4,12,-5,12,-4,12,-5,12,-4,11,-5,11,-5,10,-5,10,-6,9,-4,9,-5,9,-5,9,-5,8,-5,8,-6,7,-6,7,-5,6,-6,6,-5,6,-6,5,-6,4,-6,5,-5,4,-5]
[0,0,23,1,22,1,22,1,23,2,21,3,21,3,20,4,20,4,19,5,19,4,19,5,19,5,18,4,18,5,17,6,17,5,16,5,15,5,15,4,15,5,15,5,15,4,14,5,14,3,15,4,14,3,0,0,14,3,13,2,13,2,13,2,13,2,12,1,13,2,12,1,12,1,11,0,11,0,10,0,11,0,10,-1,10,0,10,-1,10,-1,9,-2,9,-2,8,-2,8,-2,8,-2,7,-2,6,-3,6,-2,6,-3]
[0,0,-2,23,-2,21,-3,23,-4,22,-5,22,-5,20,-4,21,-4,20,-5,20,-6,19,-6,19,-6,19,-6,18,-7,17,-6,16,-6,18,-5,15,-6,16,-6,15,-5,16,-5,15,-5,15,-5,14,-4,14,-4,15,-3,14,0,0,-3,14,-3,14,-3,13,-2,13,-3,12,-2,12,-1,13,-1,12,-1,11,-1,11,0,11,-1,10,-1,10,0,10,0,10,1,9,0,10,2,8,1,8,2,8,2,8,2,7,2,7,2,6,2,6,2,5]
[0,0,0,26,-1,24,-1,26,-2,25,-3,25,-4,23,-3,23,-3,22,-4,22,-4,22,-4,22,-4,22,-5,21,-5,21,-5,19,-4,21,-4,18,-4,18,-4,17,-4,18,-4,17,-4,17,-3,16,-3,17,-3,17,-2,16,0,0,-2,15,-1,16,-1,15,0,15,-1,14,0,14,0,15,0,13,1,13,1,13,2,12,1,12,2,12,2,11,2,11,3,10,3,11,3,9,3,9,4,8,3,8,3,8,3,7,4,7,3,6,4,5]
[0,0,-16,17,-16,16,-16,16,-18,16,-17,15,-17,13,-16,13,-16,13,-16,12,-16,12,-17,11,-17,11,-16,11,-16,10,-16,10,-16,11,-15,10,-14,10,-14,9,-14,10,-13,10,-13,9,-13,8,-13,9,-13,9,-12,9,0,0,-11,10,-11,9,-10,10,-10,9,-10,9,-9,9,-9,9,-8,9,-8,9,-7,9,-7,9,-7,9,-7,9,-6,9,-6,8,-5,9,-5,9,-4,8,-4,8,-3,7,-3,7,-3,7,-2,7,-2,7,-2,6,-2,6]
[0,0,9,-22,9,-21,10,-21,11,-21,11,-20,11,-18,10,-19,10,-18,11,-18,12,-17,12,-17,12,-16,12,-16,12,-15,11,-14,11,-16,10,-14,10,-14,10,-14,9,-14,9,-14,9,-14,9,-13,9,-13,9,-13,8,-13,0,0,7,-13,7,-13,6,-12,6,-13,6,-12,5,-12,5,-13,4,-12,4,-12,3,-11,3,-11,4,-11,3,-11,2,-11,3,-10,2,-10,2,-11,1,-9,0,-9,0,-9,0,-9,0,-9,-1,-8,0,-8,0,-7,-1,-7]
[0,0,10,-50,11,-47,11,-48,12,-47,15,-46,16,-43,14,-43,12,-43,16,-43,16,-39,16,-41,18,-41,16,-37,17,-37,16,-35,18,-38,15,-35,12,-33,13,-32,15,-32,12,-32,12,-33,12,-30,11,-32,12,-34,9,-31,0,0,8,-33,9,-29,6,-29,5,-29,6,-29,6,-28,6,-29,3,-26,3,-29,1,-25,0,-26,2,-24,1,-25,-1,-23,2,-24,-2,-23,-4,-24,-4,-19,-3,-20,-6,-18,-3,-19,-2,-17,-9,-22,-7,-13,0,-12,-7,-11]
[0,0,4,-23,5,-23,5,-22,6,-23,6,-22,7,-20,7,-20,6,-20,8,-19,7,-19,8,-19,8,-19,8,-18,8,-18,7,-17,7,-17,6,-16,6,-15,6,-16,6,-15,6,-15,6,-16,5,-14,5,-15,5,-15,4,-14,0,0,4,-14,4,-14,3,-14,3,-13,3,-13,2,-13,2,-13,1,-13,1,-12,0,-11,0,-12,0,-11,0,-12,-1,-11,0,-11,-1,-11,-1,-10,-1,-9,-1,-9,-2,-9,-2,-9,-2,-8,-3,-8,-3,-7,-3,-7,-3,-6]
[0,0,-15,-19,-14,-18,-15,-19,-13,-19,-13,-19,-11,-18,-12,-19,-11,-17,-11,-18,-10,-18,-9,-19,-9,-19,-9,-18,-8,-18,-8,-16,-9,-17,-8,-16,-8,-16,-8,-15,-8,-15,-8,-15,-8,-14,-7,-14,-8,-14,-8,-14,-8,-13,0,0,-8,-12,-9,-12,-8,-11,-9,-11,-8,-11,-9,-11,-9,-10,-9,-10,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-7,-8,-7,-8,-6,-9,-7,-8,-6,-8,-5,-8,-4,-8,-4,-7,-4,-8,-4,-7,-3,-7,-3,-7,-2]
[0,0,-13,-20,-13,-19,-13,-20,-11,-21,-11,-20,-10,-20,-10,-20,-10,-19,-9,-19,-8,-19,-8,-20,-8,-19,-7,-19,-7,-19,-6,-17,-8,-18,-7,-16,-6,-16,-6,-16,-6,-16,-6,-15,-6,-16,-6,-14,-7,-14,-7,-15,-7,-14,0,0,-7,-13,-7,-13,-7,-12,-8,-12,-7,-12,-8,-12,-7,-12,-7,-11,-8,-10,-8,-9,-8,-9,-7,-9,-7,-9,-8,-8,-7,-9,-8,-8,-8,-7,-7,-7,-7,-6,-8,-5,-7,-6,-7,-5,-7,-5,-7,-5,-7,-4,-7,-3]
[0,0,-24,1,-23,1,-24,1,-24,0,-23,-1,-22,-2,-22,-2,-21,-2,-21,-3,-20,-3,-20,-4,-20,-3,-20,-3,-19,-4,-18,-4,-19,-4,-18,-3,-17,-4,-17,-3,-17,-3,-16,-3,-16,-2,-15,-3,-15,-2,-16,-2,-15,-2,0,0,-15,-2,-14,-1,-14,-1,-14,0,-13,-1,-13,0,-14,0,-12,0,-13,0,-12,1,-12,1,-11,1,-11,1,-10,2,-11,1,-10,2,-10,2,-9,2,-9,2,-8,3,-8,3,-8,2,-7,3,-7,3,-7,3,-6,3]
[0,0,-4,22,-5,22,-5,22,-6,22,-6,22,-7,20,-6,20,-6,19,-7,19,-7,18,-8,18,-8,18,-8,18,-8,17,-8,16,-7,17,-7,15,-7,15,-7,15,-6,15,-6,15,-6,15,-6,14,-5,14,-6,14,-4,14,0,0,-4,13,-4,13,-3,13,-3,13,-3,12,-3,12,-2,13,-2,12,-1,11,-1,11,-1,11,-1,11,-1,10,0,10,0,10,0,9,0,9,1,8,1,8,2,7,2,8,1,7,2,7,2,6,2,6,3,5]
[0,0,11,20,10,19,10,20,9,21,8,20,7,19,7,19,6,19,6,19,5,18,5,19,5,19,5,18,4,18,4,17,5,18,4,16,4,16,4,15,4,15,4,14,5,15,4,14,4,14,5,14,5,13,0,0,5,13,5,12,5,12,6,12,5,11,5,11,6,11,6,10,6,10,6,9,6,9,6,9,6,8,6,7,6,8,6,7,6,7,6,6,6,6,6,4,6,5,6,5,5,4,6,3,5,3,5,2]
[0,0,21,-10,20,-8,21,-9,21,-8,21,-7,20,-6,20,-6,19,-6,20,-5,19,-5,19,-4,19,-4,19,-4,19,-3,18,-3,19,-4,16,-3,16,-3,16,-4,16,-4,15,-4,15,-4,14,-3,14,-4,15,-4,14,-4,0,0,14,-4,13,-5,12,-5,12,-5,12,-5,12,-5,12,-6,11,-6,11,-6,10,-6,9,-6,9,-6,9,-6,8,-6,9,-6,8,-6,8,-7,6,-6,6,-6,6,-7,6,-6,5,-6,5,-6,4,-6,4,-6,3,-6]
[0,0,20,-11,20,-10,21,-10,21,-9,20,-8,20,-7,19,-7,19,-7,19,-6,19,-6,20,-5,19,-5,18,-5,18,-4,17,-4,18,-5,17,-4,16,-4,16,-4,16,-5,15,-4,15,-5,14,-4,14,-5,15,-5,13,-5,0,0,13,-5,13,-5,12,-5,12,-6,11,-5,12,-6,12,-6,10,-6,11,-6,9,-6,9,-6,9,-6,9,-6,8,-7,8,-6,8,-6,8,-7,6,-6,6,-6,5,-6,6,-6,5,-6,5,-7,4,-6,4,-6,3,-6]
